Anzsic,Anzsic_description,Period,Data_value,Variable,Units,Gas,Status
ZSZ,Service industries,2018Q4,2456,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q1,2404,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q2,2460,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q3,2517,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2019Q4,2488,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q1,2354,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q2,1512,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q3,1777,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2020Q4,1838,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q1,1744,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q2,1978,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q3,1762,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2021Q4,1772,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSZ,Service industries,2022Q1,1806,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q1,1448,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q2,1458,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q3,1505,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2014Q4,1516,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q1,1576,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q2,1637,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q3,1608,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2015Q4,1656,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q1,1603,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q2,1618,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q3,1688,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2016Q4,1674,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q1,1697,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q2,1731,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q3,1790,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2017Q4,1735,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q1,1825,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q2,1796,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q3,1773,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2018Q4,1833,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q1,1741,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q2,1803,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q3,1832,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2019Q4,1785,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q1,1683,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q2,923,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q3,1106,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2020Q4,1147,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q1,1096,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q2,1296,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q3,1120,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2021Q4,1111,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
II1,"Transport, postal, and warehousing",2022Q1,1111,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q1,631,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q2,623,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q3,621,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2014Q4,626,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q1,615,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q2,612,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q3,619,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2015Q4,620,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q1,625,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q2,628,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q3,640,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2016Q4,622,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q1,638,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q2,645,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q3,630,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2017Q4,638,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q1,604,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q2,627,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q3,603,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2018Q4,611,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q1,660,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q2,661,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q3,700,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2019Q4,690,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q1,670,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q2,580,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q3,666,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2020Q4,685,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q1,667,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q2,673,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q3,641,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2021Q4,655,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZSX,"Services excluding transport, postal, and warehousing",2022Q1,717,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q1,18508,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q2,18644,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q3,18747,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2014Q4,18889,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q1,18789,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q2,18563,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q3,18548,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2015Q4,18496,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q1,18255,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q2,18153,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q3,18252,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2016Q4,17748,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q1,17948,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q2,18446,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q3,18559,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2017Q4,18664,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q1,18221,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q2,18393,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q3,18535,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2018Q4,18798,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q1,19102,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q2,19075,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q3,18698,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2019Q4,18749,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q1,18464,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q2,17467,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q3,18106,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2020Q4,17978,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q1,18080,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q2,19093,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q3,16948,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2021Q4,17251,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZ9,Total industry,2022Q1,17460,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q1,1965,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q2,2008,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q3,2046,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2014Q4,2024,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q1,2074,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q2,2096,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q3,2110,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2015Q4,2128,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q1,2119,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q2,2112,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q3,2160,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2016Q4,2172,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q1,2236,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q2,2257,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q3,2232,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2017Q4,2216,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q1,2227,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q2,2222,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q3,2235,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2018Q4,2280,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q1,2240,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q2,2203,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q3,2246,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2019Q4,2179,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q1,2120,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q2,1506,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q3,2158,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2020Q4,2166,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q1,2115,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q2,2075,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q3,1919,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2021Q4,1971,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HHD,Households,2022Q1,2001,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q1,1745,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q2,1791,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q3,1827,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2014Q4,1801,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q1,1855,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q2,1864,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q3,1869,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2015Q4,1900,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q1,1897,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q2,1891,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q3,1934,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2016Q4,1937,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q1,1986,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q2,2021,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q3,1997,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2017Q4,1994,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q1,1987,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q2,1981,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q3,2005,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2018Q4,2045,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q1,2015,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q2,1965,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q3,2012,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2019Q4,1937,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q1,1878,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q2,1277,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q3,1923,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2020Q4,1933,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q1,1885,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q2,1844,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q3,1687,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2021Q4,1742,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH1,Transport,2022Q1,1777,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q1,160,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q2,156,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q3,156,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2014Q4,161,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q1,155,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q2,165,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q3,170,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2015Q4,164,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q1,154,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q2,154,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q3,160,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2016Q4,166,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q1,181,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q2,170,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q3,167,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2017Q4,155,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q1,173,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q2,173,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q3,163,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2018Q4,166,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q1,158,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q2,172,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q3,169,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2019Q4,177,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q1,179,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q2,167,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q3,174,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2020Q4,172,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q1,169,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q2,170,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q3,173,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2021Q4,170,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH2,Heating/cooling,2022Q1,164,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q1,60,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q2,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q3,62,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2014Q4,62,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q1,63,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q2,67,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q3,70,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2015Q4,64,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q1,69,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q2,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q3,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2016Q4,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q1,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q2,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q3,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2017Q4,67,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q1,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q2,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q3,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2018Q4,68,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q1,67,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q2,66,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q3,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2019Q4,65,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q1,63,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q2,62,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q3,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2020Q4,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q1,61,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q2,60,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q3,60,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2021Q4,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
HH3,Other,2022Q1,59,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q1,20480,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q2,20635,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q3,20793,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2014Q4,20918,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q1,20870,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q2,20651,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q3,20669,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2015Q4,20623,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q1,20375,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q2,20258,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q3,20420,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2016Q4,19916,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q1,20165,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q2,20700,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
ZZZ,Total,2017Q3,20802,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents,P
